student_id,age,gender,study_hours_per_day,smartphone_usage_hours,social_media_hours,gaming_hours,streaming_hours,sleep_hours,exercise_hours,class_attendance_percent,assignment_completion_percent,caffeine_intake_cups,mental_health_status,parent_education_level,internet_quality,motivation_level,final_exam_score
12002,20,Male,3.56,7.37,4.6,2.5,2.27,6.41,2.22,79.86,96.23,3,Average,Bachelors,Poor,7.76,91.41
12003,24,Female,7.47,5.08,3.65,2.53,0.85,8.0,0.92,81.14,87.3,2,Average,Masters,Average,4.43,100.0
12004,22,Male,4.79,9.73,4.82,3.45,2.07,4.77,0.57,100.0,94.92,2,Good,Masters,Average,8.86,81.85
12005,22,Female,5.25,4.86,6.58,0.87,4.59,5.65,0.0,77.29,80.59,1,Average,HighSchool,Good,5.3,81.09
12006,21,Male,3.23,7.4,3.97,1.32,3.04,9.04,1.71,84.41,71.73,4,Poor,HighSchool,Average,8.22,66.85
12007,21,Female,5.59,6.03,4.73,0.38,0.96,4.94,1.3,73.33,76.16,0,Average,HighSchool,Good,4.77,60.69
12008,24,Male,5.68,1.19,2.17,0.42,1.36,9.16,0.0,64.49,64.23,2,Average,Bachelors,Average,3.91,100.0
12009,20,Female,6.34,8.72,3.87,0.85,1.27,6.49,1.79,84.22,100.0,0,Good,HighSchool,Poor,6.34,100.0
12010,19,Female,2.28,8.24,1.61,2.47,2.43,7.22,0.45,82.33,66.51,3,Average,HighSchool,Average,9.69,41.14
12011,24,Male,4.98,3.24,2.57,2.58,2.69,6.05,1.03,88.78,87.92,1,Average,HighSchool,Average,6.37,85.39
12012,19,Male,7.03,7.23,5.56,0.57,2.51,7.47,2.41,88.04,94.04,2,Poor,Bachelors,Average,4.09,93.05
12013,21,Male,4.78,7.26,5.54,0.0,1.68,10.0,1.73,81.67,86.89,1,Good,HighSchool,Average,4.66,92.49
12014,24,Female,2.72,3.68,5.52,1.44,0.32,7.78,1.37,97.72,58.15,1,Poor,Masters,Poor,7.11,56.86
12015,23,Female,4.32,5.24,0.47,2.63,1.96,7.7,0.41,92.06,67.46,3,Good,HighSchool,Poor,3.87,81.51
12016,18,Male,2.92,1.15,4.66,0.37,2.37,7.75,0.0,94.69,73.73,2,Good,HighSchool,Average,6.82,61.17
12017,21,Male,7.07,6.58,5.3,3.53,1.64,9.79,1.86,84.89,97.1,0,Good,HighSchool,Average,5.53,100.0
12018,20,Female,5.99,9.46,2.61,0.61,0.57,6.68,0.44,69.71,100.0,0,Average,HighSchool,Average,5.29,81.37
12019,25,Female,6.53,3.69,6.9,2.16,2.25,4.44,1.6,79.15,77.38,2,Good,Bachelors,Poor,5.1,100.0
12020,20,Female,6.46,6.35,2.3,0.0,2.29,6.48,0.68,86.43,86.43,1,Average,Bachelors,Good,4.5,100.0
12021,20,Female,4.62,8.71,3.59,3.06,1.21,5.6,1.66,91.51,71.42,2,Average,Bachelors,Average,9.15,100.0
12022,18,Female,4.21,4.96,2.5,2.61,2.88,7.76,2.65,92.69,83.45,1,Poor,Bachelors,Poor,3.77,75.43
12023,21,Female,0.88,4.96,4.5,1.33,1.54,5.61,1.49,96.36,87.11,4,Average,Bachelors,Poor,4.03,65.03
12024,19,Male,3.65,3.02,1.97,0.42,0.0,5.2,0.85,87.1,77.68,1,Average,HighSchool,Average,2.38,77.9
12025,19,Male,3.16,9.06,2.44,5.08,2.46,7.6,1.29,89.13,86.58,0,Good,Masters,Average,7.7,88.93
12026,25,Female,3.99,5.08,0.31,0.62,1.57,8.86,0.96,86.98,82.77,2,Average,Bachelors,Average,9.0,85.95
12027,17,Female,0.13,6.01,3.38,3.53,0.14,9.99,1.09,71.01,76.68,4,Good,HighSchool,Average,2.41,26.06
12028,22,Female,5.2,5.64,4.11,3.4,0.1,9.25,1.71,72.1,81.8,4,Good,Masters,Average,6.9,100.0
12029,20,Female,4.7,3.52,2.41,4.43,2.48,7.57,3.48,97.5,60.51,0,Poor,HighSchool,Poor,6.61,71.24
12030,19,Female,3.84,0.64,4.58,3.04,1.84,6.63,0.0,80.32,70.64,5,Average,Bachelors,Average,7.27,89.53
12031,24,Female,2.41,3.14,2.3,3.41,1.19,6.18,2.51,85.43,91.65,1,Average,HighSchool,Good,4.66,71.77
12032,19,Female,3.94,8.94,3.06,5.36,4.27,5.66,1.15,84.69,92.47,1,Average,Bachelors,Average,6.12,84.39
12033,17,Female,7.08,4.12,4.84,3.32,0.89,9.05,0.71,100.0,97.77,2,Average,Masters,Good,2.88,100.0
12034,17,Female,7.04,0.27,5.34,3.83,0.0,7.65,2.51,73.12,97.09,0,Average,Bachelors,Good,6.41,100.0
12035,20,Male,5.24,9.05,1.69,2.03,2.93,3.5,0.11,80.41,90.37,0,Average,PhD,Average,4.24,74.07
12036,18,Male,0.0,7.51,5.55,2.55,3.17,8.18,0.98,81.69,100.0,0,Average,HighSchool,Average,5.71,48.95
12037,24,Male,6.25,9.31,4.72,2.0,2.76,6.65,2.0,90.92,99.08,1,Average,Bachelors,Good,8.02,100.0
12038,23,Male,9.57,2.29,1.1,1.42,1.43,7.61,1.16,93.49,62.94,2,Good,Masters,Good,6.75,100.0
12039,25,Male,5.82,7.2,5.52,5.23,1.06,6.95,1.17,69.52,67.36,0,Average,Bachelors,Poor,3.55,81.65
12040,23,Male,3.81,8.19,4.47,2.39,1.85,5.8,0.45,94.83,90.8,1,Good,Masters,Average,5.37,83.04
12041,25,Female,4.37,10.15,4.13,0.0,1.64,8.17,2.04,58.44,64.29,4,Poor,PhD,Average,4.57,82.07
12042,23,Female,2.44,9.66,4.34,2.77,3.22,5.5,2.02,79.16,65.7,2,Average,HighSchool,Poor,8.76,39.97
12043,23,Female,9.03,8.73,6.21,3.24,1.19,6.36,0.96,92.15,68.97,0,Poor,Masters,Good,5.3,88.79
12044,23,Male,6.07,6.22,4.18,3.86,2.7,6.86,0.0,85.89,62.98,2,Good,HighSchool,Good,4.65,68.56
12045,17,Male,2.0,5.22,2.06,3.81,1.31,5.17,2.35,94.09,97.27,0,Average,HighSchool,Poor,7.66,53.22
12046,17,Male,6.22,8.1,5.51,1.63,0.0,8.61,0.82,93.82,57.5,1,Poor,HighSchool,Average,1.47,96.82
12047,25,Female,1.82,3.82,5.11,1.1,0.91,5.9,1.22,89.2,74.87,2,Good,Bachelors,Poor,4.44,61.74
12048,21,Female,6.12,5.24,3.49,0.86,4.2,8.44,0.63,86.27,91.3,1,Average,Masters,Average,4.11,100.0
12049,22,Male,0.0,9.74,3.66,1.29,2.52,6.16,0.21,88.46,78.65,2,Good,Masters,Poor,7.15,63.44
12050,22,Male,6.04,7.18,6.99,3.27,0.22,6.69,1.25,86.81,88.41,2,Good,Masters,Poor,5.73,100.0
12051,19,Female,6.19,9.92,2.85,2.7,1.37,6.26,1.42,100.0,75.58,3,Average,Bachelors,Good,7.01,100.0
12052,20,Female,7.77,2.92,2.99,2.98,0.0,6.47,0.95,92.34,90.03,0,Good,Masters,Average,4.52,100.0
12053,25,Male,2.44,8.02,4.24,3.02,2.38,7.68,1.74,92.52,77.34,2,Average,HighSchool,Average,6.37,74.77
12054,19,Male,5.07,10.0,2.24,2.8,2.96,7.7,0.16,100.0,74.91,2,Average,HighSchool,Good,8.31,100.0
12055,22,Female,2.72,6.22,4.58,4.28,0.99,7.54,1.45,86.86,80.2,1,Poor,Masters,Average,8.37,58.26
12056,22,Male,0.19,6.34,3.66,3.1,1.31,8.56,2.05,95.82,60.41,1,Average,HighSchool,Average,3.16,41.49
12057,25,Male,6.17,2.06,0.14,1.85,1.09,7.83,0.0,86.03,87.73,3,Poor,Masters,Good,3.74,88.93
12058,21,Male,4.13,2.64,2.59,1.2,0.0,7.91,0.0,79.48,91.82,1,Good,HighSchool,Poor,4.82,77.62
12059,19,Male,2.89,4.61,3.66,0.0,2.84,8.76,1.43,82.84,100.0,1,Average,Bachelors,Poor,8.17,91.3
12060,20,Female,5.84,7.02,3.8,1.69,0.76,5.91,2.85,70.15,65.34,1,Average,Bachelors,Average,5.41,78.72
12061,21,Male,5.08,6.66,3.63,1.65,1.05,7.05,0.0,92.51,44.39,2,Good,HighSchool,Average,10.0,84.78
12062,17,Female,4.36,9.85,4.95,2.58,0.69,9.82,1.07,78.27,42.58,1,Good,HighSchool,Good,7.06,71.84
12063,20,Male,6.63,5.2,0.25,1.77,1.86,8.84,1.64,84.8,100.0,2,Good,HighSchool,Average,5.63,100.0
12064,19,Female,2.68,6.43,2.11,3.76,1.0,8.65,1.37,78.26,83.76,2,Poor,Masters,Poor,6.28,44.03
12065,19,Female,4.49,0.0,1.36,3.17,1.96,4.71,1.27,74.3,72.12,1,Poor,HighSchool,Good,5.55,43.47
12066,18,Male,4.01,4.57,5.87,0.0,1.59,8.1,1.34,98.33,66.96,2,Good,Masters,Good,7.71,85.61
12067,17,Male,1.41,5.99,7.54,4.03,1.85,6.95,0.47,79.33,66.54,3,Poor,HighSchool,Good,5.72,42.35
12068,20,Male,4.6,6.31,4.87,1.31,2.13,5.83,1.83,81.44,100.0,0,Good,Bachelors,Poor,6.2,92.2
12069,25,Male,3.69,2.61,1.27,3.03,0.0,8.88,2.48,84.23,82.02,2,Good,Bachelors,Average,8.07,100.0
12070,23,Male,1.26,0.65,5.32,0.43,2.79,5.17,2.01,67.88,83.35,1,Poor,Bachelors,Poor,4.1,50.69
12071,25,Female,7.63,3.64,0.0,3.83,1.57,5.05,2.36,65.81,100.0,1,Good,HighSchool,Poor,5.48,100.0
12072,22,Female,3.02,9.04,3.42,2.97,4.37,9.0,0.86,100.0,95.33,1,Average,Bachelors,Good,8.87,83.56
12073,23,Male,2.93,6.05,4.1,1.05,3.2,5.93,1.02,87.08,78.67,1,Good,HighSchool,Average,8.36,75.3
12074,25,Female,4.81,6.87,3.13,1.11,1.35,6.87,0.9,80.08,85.43,0,Poor,Bachelors,Average,4.94,66.17
12075,22,Female,4.47,7.83,4.41,0.0,1.22,6.66,0.45,100.0,85.6,1,Average,Bachelors,Poor,6.23,96.87
12076,23,Female,6.32,3.48,0.53,1.56,2.72,6.13,1.74,86.06,100.0,2,Average,PhD,Good,6.05,100.0
12077,17,Female,7.51,8.27,1.46,2.4,2.85,6.87,0.93,86.59,61.41,0,Average,HighSchool,Average,5.51,88.07
12078,21,Male,4.72,2.19,4.36,1.68,3.33,5.82,0.27,99.19,84.46,2,Poor,Masters,Good,4.61,82.32
12079,19,Male,2.18,0.9,7.23,1.2,1.34,9.2,0.68,91.22,85.37,0,Average,Bachelors,Poor,10.0,64.19
12080,20,Male,1.78,6.09,3.49,1.76,0.91,9.23,1.06,70.25,58.29,0,Good,Bachelors,Good,5.8,50.64
12081,24,Female,2.92,5.31,2.57,0.94,2.75,7.18,1.91,81.11,61.6,2,Average,HighSchool,Average,8.62,75.71
12082,24,Male,9.31,1.28,1.68,3.86,0.0,5.08,1.22,81.75,100.0,1,Average,Bachelors,Poor,5.45,92.95
12083,18,Female,6.74,6.84,3.88,0.28,1.3,6.67,1.88,88.93,100.0,3,Average,HighSchool,Average,6.71,100.0
12084,18,Male,2.85,3.61,3.1,1.7,1.13,7.66,0.5,86.93,97.95,0,Poor,HighSchool,Good,8.7,78.17
12085,19,Male,1.12,9.5,2.1,3.42,3.43,6.78,1.12,100.0,81.46,1,Good,Masters,Good,6.9,77.18
12086,23,Female,3.9,9.54,0.86,3.6,3.3,8.7,3.54,84.33,71.49,2,Good,HighSchool,Good,7.33,91.32
12087,21,Female,2.55,7.12,1.65,2.17,0.0,5.89,1.32,82.51,79.31,3,Average,HighSchool,Good,10.0,76.62
12088,20,Female,1.5,5.79,0.0,0.98,2.24,5.45,0.09,84.53,81.6,0,Average,Masters,Average,7.72,55.09
12089,25,Male,6.52,7.86,2.36,2.29,1.5,6.02,0.71,100.0,100.0,0,Average,Masters,Average,8.9,100.0
12090,23,Female,2.18,4.69,4.23,3.6,3.87,5.55,1.53,87.33,75.82,2,Average,Masters,Average,9.23,50.03
12091,17,Female,4.28,3.17,3.8,0.45,1.45,7.28,2.08,77.89,96.57,1,Good,HighSchool,Average,8.09,95.08
12092,17,Male,4.75,6.83,5.78,1.69,1.22,7.44,0.69,94.72,100.0,2,Poor,PhD,Average,6.43,92.19
12093,20,Male,0.52,4.34,3.15,1.22,0.0,3.61,1.16,73.23,74.45,0,Average,Bachelors,Good,5.09,33.92
12094,22,Male,4.13,7.27,1.0,0.26,0.58,6.67,0.08,93.92,73.92,1,Average,HighSchool,Good,4.02,71.64
12095,17,Female,5.67,4.15,0.0,1.05,2.12,7.58,1.44,88.62,90.41,2,Poor,Bachelors,Average,4.8,100.0
12096,21,Male,4.7,0.7,1.63,2.24,3.44,4.79,0.0,86.23,73.02,1,Good,HighSchool,Poor,8.95,71.09
12097,20,Female,2.69,3.84,1.96,3.61,2.19,6.49,0.42,99.45,87.73,0,Good,HighSchool,Poor,7.88,81.52
12098,22,Male,3.99,4.94,3.59,1.22,2.13,4.32,2.28,74.87,100.0,0,Poor,Bachelors,Average,6.19,49.34
12099,24,Female,4.92,3.31,5.56,0.0,1.78,7.25,0.41,68.54,94.62,0,Good,HighSchool,Good,7.7,92.03
12100,25,Female,3.23,8.67,5.25,2.71,1.06,8.09,1.02,76.41,93.11,1,Average,Masters,Average,10.0,100.0
12101,18,Male,3.7,7.04,2.98,3.18,1.07,8.29,0.0,72.76,72.13,1,Poor,Bachelors,Average,5.19,59.31
12102,19,Female,6.27,7.34,1.66,3.63,2.49,8.12,1.05,94.69,84.61,3,Good,Bachelors,Poor,5.35,100.0
12103,18,Female,4.99,3.6,3.19,0.18,1.66,5.41,0.57,97.2,76.87,2,Average,Bachelors,Good,8.05,88.47
12104,18,Male,4.66,4.56,3.27,4.47,1.73,8.86,1.27,80.97,71.11,2,Poor,HighSchool,Good,2.81,50.74
12105,24,Female,4.48,6.91,3.37,2.72,0.98,6.85,1.26,100.0,100.0,4,Good,Bachelors,Good,8.4,100.0
12106,22,Male,1.92,7.68,1.83,2.23,2.46,5.17,2.12,100.0,76.18,2,Good,HighSchool,Average,9.22,52.44
12107,23,Female,8.77,3.73,5.13,2.1,1.98,5.6,1.48,80.59,100.0,0,Good,Bachelors,Average,5.67,100.0
12108,22,Male,1.93,3.73,3.0,0.0,2.54,6.1,0.89,71.81,61.94,1,Poor,Bachelors,Good,6.13,67.37
12109,23,Male,5.58,6.28,4.27,2.77,2.93,3.5,0.28,78.89,80.3,2,Average,Masters,Good,5.57,72.17
12110,23,Female,6.38,10.48,2.7,4.29,0.42,7.56,1.46,99.26,100.0,1,Average,Bachelors,Good,7.18,100.0
12111,23,Male,6.35,5.64,1.57,0.0,2.68,6.09,0.83,74.15,95.75,3,Average,PhD,Average,4.6,93.49
12112,17,Male,2.76,4.55,2.51,2.94,4.25,7.12,1.71,77.55,90.62,4,Average,PhD,Average,4.77,48.84
12113,25,Male,4.83,3.24,0.38,1.38,0.63,6.92,1.49,90.61,90.0,1,Poor,Bachelors,Poor,6.43,100.0
12114,20,Male,6.94,9.81,4.63,0.0,1.41,8.34,2.04,95.38,88.27,1,Poor,HighSchool,Poor,4.83,100.0
12115,20,Female,5.51,3.13,3.39,1.51,0.0,8.04,1.81,91.65,79.99,1,Average,Bachelors,Good,5.55,79.75
12116,19,Female,2.64,4.5,6.72,3.11,1.21,9.08,0.91,98.17,90.55,7,Good,Bachelors,Good,4.65,66.2
12117,20,Female,4.42,5.56,5.7,0.8,0.85,7.02,3.07,72.9,100.0,0,Good,HighSchool,Good,7.97,91.18
12118,18,Female,3.49,4.08,4.91,0.82,0.01,8.72,2.03,75.29,79.49,2,Average,Masters,Good,1.61,54.84
12119,19,Female,3.68,5.84,4.24,0.41,2.13,6.3,0.0,83.35,62.88,2,Average,HighSchool,Average,4.0,77.46
12120,17,Female,2.69,6.19,1.56,4.72,0.0,7.78,1.67,97.44,71.69,1,Average,PhD,Average,3.48,61.91
12121,17,Female,3.73,6.41,6.39,1.73,3.94,6.79,0.27,93.57,80.69,0,Average,HighSchool,Good,3.53,45.91
12122,25,Female,5.15,2.21,2.33,3.98,3.67,6.57,1.47,82.73,100.0,0,Good,Bachelors,Average,7.83,90.93
12123,25,Female,2.18,3.56,3.78,0.97,1.83,3.95,0.0,81.66,75.58,0,Poor,Bachelors,Good,6.9,46.9
12124,19,Female,2.6,6.23,3.71,0.67,2.5,7.55,0.55,91.13,91.95,3,Good,HighSchool,Poor,9.68,77.68
12125,17,Male,4.21,7.7,4.19,0.32,2.15,8.76,0.0,99.13,55.44,1,Average,HighSchool,Poor,3.33,67.22
12126,20,Male,2.03,4.11,4.08,1.18,1.14,9.01,2.49,82.09,44.12,0,Average,Masters,Average,4.16,40.79
12127,24,Male,4.49,8.52,6.32,1.87,2.32,6.57,0.3,69.15,63.84,2,Average,HighSchool,Average,6.8,70.98
12128,20,Male,4.48,5.23,3.57,0.0,3.12,6.28,1.05,99.28,76.12,1,Average,HighSchool,Poor,5.17,82.67
12129,25,Male,2.73,6.67,0.28,0.32,2.8,8.79,0.0,82.18,64.13,1,Good,HighSchool,Average,4.66,59.72
12130,21,Female,2.74,1.21,1.54,0.95,1.78,5.31,0.98,100.0,78.82,2,Average,HighSchool,Average,4.15,82.05
12131,19,Female,9.88,2.63,2.3,4.79,4.9,7.08,1.82,72.81,66.19,2,Average,Bachelors,Poor,4.86,98.09
12132,21,Female,3.75,1.85,1.96,2.75,3.46,7.18,1.06,68.46,100.0,2,Good,HighSchool,Average,6.32,87.01
12133,23,Female,6.82,9.38,7.26,1.73,0.0,6.99,2.3,92.81,86.09,1,Poor,HighSchool,Average,5.92,98.5
12134,20,Male,4.97,0.84,1.39,3.24,2.95,9.49,1.98,80.04,84.07,1,Average,Bachelors,Good,6.41,100.0
12135,18,Female,6.21,14.0,2.51,0.42,0.0,7.23,0.0,96.69,100.0,3,Poor,Masters,Average,3.29,75.51
12136,17,Female,4.38,5.52,1.7,1.64,2.19,6.96,1.39,72.59,100.0,0,Average,Bachelors,Average,5.15,64.11
12137,24,Female,4.2,1.93,4.67,3.29,1.61,6.78,2.0,87.79,42.92,1,Average,Bachelors,Good,6.66,76.46
12138,17,Female,7.07,7.05,4.83,4.28,0.66,5.66,1.63,73.97,88.17,1,Poor,Masters,Average,6.57,89.09
12139,18,Female,1.96,1.47,5.71,2.65,3.02,6.33,1.08,91.42,82.64,1,Poor,HighSchool,Good,4.99,61.04
12140,20,Female,3.27,4.02,1.94,3.85,2.65,7.26,0.76,92.1,75.16,3,Good,PhD,Good,5.31,100.0
12141,22,Female,3.55,7.53,3.75,2.08,2.92,8.7,0.77,70.76,100.0,0,Good,HighSchool,Good,8.68,100.0
12142,22,Male,3.98,1.85,2.66,1.56,2.71,6.79,1.52,83.43,83.38,0,Poor,Bachelors,Average,7.35,81.61
12143,22,Male,8.71,3.47,3.03,5.14,0.0,7.79,0.76,78.02,67.54,1,Poor,Bachelors,Average,3.76,97.8
12144,20,Male,4.75,8.13,2.32,4.04,2.4,5.77,0.97,80.1,55.57,2,Good,Bachelors,Average,6.88,61.83
12145,20,Female,5.96,5.28,1.44,3.21,1.34,7.61,1.55,89.76,95.34,2,Average,HighSchool,Average,2.87,75.11
12146,24,Female,3.47,5.91,4.28,2.56,0.14,7.46,1.68,71.73,91.16,0,Poor,HighSchool,Average,8.95,84.37
12147,25,Female,1.31,6.15,3.75,4.52,1.7,7.12,0.14,78.76,62.81,0,Good,Masters,Average,5.95,49.18
12148,23,Female,5.61,2.65,1.41,2.01,2.09,6.55,1.19,74.66,100.0,1,Good,Bachelors,Average,4.94,100.0
12149,20,Female,6.0,2.71,1.3,4.22,0.0,7.65,0.55,90.8,81.74,1,Average,Masters,Good,6.08,96.05
12150,25,Male,5.67,6.75,3.95,2.3,1.59,7.54,1.53,75.92,77.92,1,Poor,PhD,Good,4.76,91.47
12151,25,Female,2.03,4.14,2.87,1.8,0.4,7.71,0.82,77.87,47.15,0,Good,HighSchool,Average,4.33,53.98
12152,20,Female,5.45,4.06,2.35,2.17,1.82,5.8,0.27,73.88,85.09,1,Poor,Masters,Good,4.55,71.08
12153,22,Female,0.41,0.5,3.2,3.32,1.39,7.1,0.72,71.74,92.56,1,Poor,Bachelors,Poor,9.44,41.57
12154,22,Female,2.7,3.88,4.24,1.65,0.85,3.91,1.31,83.31,86.21,1,Average,HighSchool,Average,7.24,34.94
12155,24,Female,7.89,6.94,0.31,3.54,1.49,7.96,1.41,87.17,82.0,0,Average,HighSchool,Poor,4.11,99.59
12156,20,Male,6.79,3.02,1.87,4.48,0.66,5.37,0.0,89.27,91.4,1,Average,Bachelors,Good,4.23,100.0
12157,22,Female,3.77,4.98,5.35,2.97,2.27,6.53,1.52,100.0,78.52,4,Poor,Bachelors,Good,6.81,59.88
12158,18,Female,7.2,9.4,4.52,2.31,1.81,7.26,1.62,100.0,81.74,2,Good,HighSchool,Poor,8.49,100.0
12159,22,Female,6.56,2.66,5.56,1.37,0.11,6.99,0.56,89.15,66.99,3,Poor,Masters,Good,4.39,100.0
12160,18,Female,3.91,7.67,4.92,2.13,1.63,5.13,2.03,77.33,71.29,2,Poor,HighSchool,Poor,6.41,53.74
12161,23,Female,2.89,5.65,3.45,1.56,2.62,6.79,1.49,85.47,78.93,0,Good,Bachelors,Average,5.55,65.48
12162,24,Female,6.53,8.65,5.28,1.44,0.57,4.48,0.69,74.82,37.13,2,Average,Bachelors,Good,4.21,70.67
12163,18,Female,0.88,2.99,8.14,3.87,1.75,7.85,1.57,76.51,76.83,2,Average,Bachelors,Poor,5.46,52.26
12164,22,Female,4.92,2.69,5.13,0.0,2.31,5.98,2.47,86.26,82.37,4,Average,Masters,Average,4.34,100.0
12165,25,Female,4.49,0.54,3.16,3.71,2.46,3.79,3.62,90.2,81.77,1,Average,Bachelors,Good,8.11,95.45
12166,22,Female,6.18,3.07,7.91,3.57,1.43,7.55,2.79,93.27,88.49,2,Good,Masters,Poor,7.12,100.0
12167,24,Male,6.67,6.42,1.4,0.0,0.91,7.02,3.01,92.44,87.44,3,Average,HighSchool,Average,3.81,92.18
12168,24,Male,6.26,5.92,5.05,1.92,2.9,5.61,4.03,69.43,80.76,1,Good,Bachelors,Poor,5.88,100.0
12169,24,Female,6.8,2.7,2.94,3.67,0.0,6.56,0.95,96.28,63.62,1,Average,Bachelors,Good,3.58,100.0
12170,18,Female,2.48,6.25,4.21,2.61,1.51,7.85,1.61,91.97,96.8,0,Good,PhD,Average,8.64,91.29
12171,23,Male,4.35,4.71,7.5,0.34,0.83,6.93,1.84,75.44,87.35,2,Average,Bachelors,Average,7.63,82.5
12172,19,Female,1.44,7.85,6.84,2.49,1.8,7.17,1.45,86.86,49.85,0,Good,Masters,Average,2.73,41.61
12173,19,Male,7.41,2.97,3.28,0.74,1.17,7.1,1.1,81.77,72.9,1,Good,PhD,Average,6.78,100.0
12174,24,Female,2.18,4.68,5.7,2.32,1.65,9.59,0.46,97.92,69.11,1,Average,Bachelors,Average,8.68,69.7
12175,19,Male,7.6,6.11,5.13,5.07,0.63,5.58,2.88,84.16,68.37,2,Average,Bachelors,Average,6.53,100.0
12176,21,Female,3.77,0.0,4.38,0.71,1.82,6.21,1.93,90.48,69.51,1,Good,Bachelors,Poor,7.05,89.64
12177,19,Male,5.86,4.75,1.81,2.11,0.66,6.5,1.62,89.53,74.0,0,Average,Bachelors,Good,3.03,100.0
12178,17,Female,3.94,2.74,1.89,4.28,2.63,7.35,0.33,75.7,79.4,2,Average,Masters,Average,1.0,71.31
12179,25,Female,3.45,5.22,4.46,2.2,4.5,5.66,0.68,88.1,61.53,2,Good,Bachelors,Average,7.38,71.55
12180,18,Male,6.28,1.18,5.93,1.11,3.29,8.06,0.94,84.57,79.41,1,Average,Bachelors,Average,4.93,100.0
12181,18,Male,4.95,3.45,5.95,4.05,2.32,10.0,1.71,91.6,90.19,1,Good,Masters,Average,7.16,100.0
12182,17,Male,4.5,7.34,3.03,1.89,1.2,6.19,0.15,75.68,88.61,0,Average,Bachelors,Good,7.2,100.0
12183,23,Female,5.97,4.47,2.34,3.0,2.13,6.29,1.09,90.05,86.67,1,Poor,Bachelors,Average,6.12,93.46
12184,18,Male,4.68,5.01,2.41,1.27,2.83,4.72,1.08,79.54,80.8,1,Average,Masters,Average,7.75,76.3
12185,24,Female,3.68,7.8,5.65,0.15,1.26,10.0,0.62,87.71,56.98,1,Average,HighSchool,Good,6.13,73.57
12186,23,Male,6.48,3.95,3.43,2.23,1.99,7.81,1.83,91.26,81.93,2,Average,HighSchool,Average,7.35,100.0
12187,25,Male,4.19,4.61,3.71,0.34,0.91,6.09,1.35,78.33,89.18,1,Good,Bachelors,Good,8.6,100.0
12188,20,Female,3.54,0.94,2.59,1.62,2.74,7.72,0.84,99.51,100.0,0,Good,Masters,Good,3.99,95.21
12189,23,Male,5.46,7.27,1.12,0.0,2.31,6.16,0.18,84.95,95.45,1,Average,Masters,Average,4.36,91.63
12190,18,Male,3.09,2.94,5.58,3.29,2.49,8.2,2.32,68.68,85.14,4,Average,Bachelors,Average,9.11,82.75
12191,22,Male,4.08,3.8,0.0,1.35,0.25,6.56,1.51,92.82,73.1,6,Average,Bachelors,Average,7.01,94.76
12192,25,Male,4.44,4.43,3.89,2.95,2.53,6.82,2.63,65.87,64.1,0,Good,Bachelors,Good,4.32,86.04
12193,18,Female,5.09,7.13,2.44,2.38,2.47,6.65,0.51,70.72,96.31,1,Good,Masters,Average,6.9,84.23
12194,18,Female,4.9,3.53,2.86,3.58,2.04,8.92,0.0,76.88,63.0,1,Average,HighSchool,Average,9.76,90.42
12195,23,Female,4.46,3.02,3.3,1.5,0.65,8.47,0.9,100.0,88.18,1,Good,HighSchool,Average,8.52,100.0
12196,22,Male,4.3,0.27,1.26,2.76,3.76,10.0,1.04,77.46,99.96,1,Good,HighSchool,Average,7.28,100.0
12197,20,Female,5.01,6.46,1.37,3.54,3.48,4.72,0.0,92.6,74.74,0,Good,HighSchool,Poor,5.25,85.88
12198,24,Male,10.57,5.02,5.0,1.88,2.66,6.73,0.16,100.0,81.45,1,Average,Masters,Poor,4.79,100.0
12199,19,Female,4.08,3.58,2.01,1.78,0.19,7.89,0.0,87.79,86.06,3,Good,Bachelors,Good,5.44,100.0
12200,22,Male,5.04,5.67,4.26,2.95,0.87,7.26,1.53,85.31,78.02,2,Average,Bachelors,Average,7.15,85.6
12201,25,Male,5.39,3.45,3.58,4.52,1.86,8.7,0.74,88.81,60.83,2,Good,Bachelors,Average,2.49,83.82
12202,25,Male,3.81,4.77,3.54,0.21,1.25,7.99,0.79,86.37,64.92,2,Average,Bachelors,Average,6.68,90.67
12203,22,Male,4.3,2.09,7.43,2.94,2.17,5.04,2.67,83.78,99.0,1,Poor,Masters,Average,9.09,94.48
12204,21,Female,6.62,7.36,1.18,1.29,0.82,7.83,0.45,90.55,74.28,0,Poor,Bachelors,Good,4.88,83.7
12205,20,Female,4.97,4.13,3.39,3.22,2.33,7.07,1.49,96.74,78.18,0,Good,Bachelors,Average,5.23,95.46
12206,25,Male,7.0,2.09,6.37,0.91,2.88,6.75,0.21,86.0,71.65,0,Good,Bachelors,Average,5.98,100.0
12207,18,Male,4.56,8.28,6.3,6.18,1.89,8.01,1.6,81.07,53.31,0,Average,HighSchool,Average,5.59,70.63
12208,25,Male,5.73,1.08,4.64,0.34,0.0,8.13,0.67,100.0,77.99,0,Good,Bachelors,Good,7.1,94.07
12209,24,Female,8.31,3.48,2.38,1.64,1.5,8.61,0.46,76.47,100.0,1,Good,Bachelors,Poor,6.29,100.0
12210,19,Male,2.63,5.97,4.7,2.11,1.3,8.33,1.26,85.47,86.58,2,Poor,HighSchool,Poor,6.44,65.12
12211,17,Female,5.06,5.77,6.32,3.33,0.51,5.2,2.18,86.8,86.18,2,Good,Bachelors,Poor,8.95,100.0
